整租·福兴国际中心 2室1厅 南,福兴国际中心,整租,2室1厅0卫 126.00㎡ 精装修,面积：126.00㎡,7056,思明
整租·福兴国际中心 2室1厅 南,福兴国际中心,整租,2室1厅0卫 152.00㎡ 精装修,面积：152.00㎡,8512,思明
整租·五州大厦 1室0厅 西/北,五州大厦,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1700,思明
合租·京口岩小区 3居室 西北卧,京口岩小区,合租,3室2厅2卫 20.00㎡,面积：20.00㎡,1100,海沧
整租·Bingo城际商务中心 2室1厅 北,Bingo城际商务中心,整租,2室1厅0卫 94.00㎡ 精装修,面积：94.00㎡,6300,思明
合租·加州海岸 5居室 南卧,加州海岸,合租,5室2厅2卫 39.00㎡,面积：39.00㎡,1200,海沧
整租·中骏天禧 5室2厅 南,中骏天禧,整租,5室2厅3卫 275.00㎡ 精装修,面积：275.00㎡,26800,思明
整租·中骏天盈 5室2厅 南,中骏天盈,整租,5室2厅4卫 206.00㎡ 精装修,面积：206.00㎡,15000,湖里
整租·特房山水尚座 1室0厅 北,特房山水尚座,整租,1室0厅1卫 15.00㎡,面积：15.00㎡,900,湖里
整租·香秀里一期 3室2厅 南,香秀里一期,整租,3室2厅1卫 91.00㎡ 精装修,面积：91.00㎡,3300,思明
整租·凌香里 1室1厅 南,凌香里,整租,1室1厅1卫 30.00㎡,面积：30.00㎡,2000,思明
整租·福兴国际中心 2室1厅 南,福兴国际中心,整租,2室1厅0卫 138.00㎡ 精装修,面积：138.00㎡,7750,思明
整租·禹洲大学城 1室1厅 北,禹洲大学城,整租,1室1厅1卫 31.00㎡ 精装修,面积：31.00㎡,1300,同安
整租·观音山营运中心 2室1厅 南,观音山营运中心,整租,2室1厅0卫 142.00㎡ 精装修,面积：142.00㎡,7000,思明
整租·碧湖豪庭 3室2厅 南,碧湖豪庭,整租,3室2厅2卫 158.00㎡ 精装修,面积：158.00㎡,7500,思明
合租·集美平阳里小区 4居室 南卧,集美平阳里小区,合租,4室1厅1卫 60.00㎡,面积：60.00㎡,2000,集美
整租·国贸天成二期 3室2厅 西南,国贸天成二期,整租,3室2厅2卫 95.00㎡ 精装修,面积：95.00㎡,3200,翔安
整租·厦门国际社区 3室2厅 南/北,厦门国际社区,整租,3室2厅2卫 89.00㎡ 精装修,面积：89.00㎡,2100,翔安
整租·鼎丰财富中心 12室0厅 东/东南/南/西南,鼎丰财富中心,整租,12室0厅0卫 2065.00㎡ 精装修,面积：2065.00㎡,173460,湖里
整租·海城花园 1室0厅 西,海城花园,整租,1室0厅1卫 55.00㎡,面积：55.00㎡,4500,思明
整租·鸿运大厦 3室2厅 南/北,鸿运大厦,整租,3室2厅2卫 152.00㎡ 精装修,面积：152.00㎡,6000,思明
整租·海峡国际天璟 3室2厅 东/南/西,海峡国际天璟,整租,3室2厅2卫 135.00㎡ 精装修,面积：135.00㎡,9500,思明
整租·华鸿花园 1室0厅 南,华鸿花园,整租,1室0厅0卫 30.00㎡,面积：30.00㎡,900,思明
整租·新港广场 2室1厅 南,新港广场,整租,2室1厅1卫 76.00㎡ 精装修,面积：76.00㎡,4000,思明
整租·宝成花园 2室2厅 南/北,宝成花园,整租,2室2厅1卫 75.00㎡ 精装修,面积：75.00㎡,5000,思明
整租·德信依山园 4室2厅 南/北,德信依山园,整租,4室2厅1卫 100.00㎡,面积：100.00㎡,3600,湖里
整租·万科金域华府二期 3室2厅 南,万科金域华府二期,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,3500,集美
整租·石亭小区 3室1厅 南/北,石亭小区,整租,3室1厅1卫 72.00㎡ 精装修,面积：72.00㎡,3000,思明
整租·源通中心 1室0厅 南,源通中心,整租,1室0厅0卫 63.95㎡,面积：63.95㎡,1150,思明
整租·会展嘉园陆区 3室2厅 南,会展嘉园陆区,整租,3室2厅2卫 120.00㎡ 精装修,面积：120.00㎡,3500,翔安
整租·金尚首府 3室2厅 南/北,金尚首府,整租,3室2厅2卫 130.00㎡ 精装修,面积：130.00㎡,6800,湖里
整租·禹洲璟阅城 2室2厅 南,禹洲璟阅城,整租,2室2厅1卫 72.00㎡ 精装修,面积：72.00㎡,2700,集美
整租·华侨海景城 3室2厅 东北,华侨海景城,整租,3室2厅2卫 146.00㎡ 精装修,面积：146.00㎡,7600,思明
整租·会展嘉园壹区 2室2厅 南,会展嘉园壹区,整租,2室2厅1卫 80.00㎡ 精装修,面积：80.00㎡,2800,翔安
整租·禹洲世贸商城思明 2室1厅 南,禹洲世贸商城思明,整租,2室1厅1卫 65.00㎡ 精装修,面积：65.00㎡,5600,思明
整租·岭兜小区中区 2室1厅 南,岭兜小区中区,整租,2室1厅1卫 60.00㎡,面积：60.00㎡,2900,思明
整租·金鸡亭花园小区东区 2室1厅 南/北,金鸡亭花园小区东区,整租,2室1厅1卫 74.00㎡ 精装修,面积：74.00㎡,3200,思明
整租·善见豪山 2室1厅 跃层 东/北,善见豪山,整租,2室1厅1卫 90.00㎡ 精装修,面积：90.00㎡,4600,思明
整租·美湖花园 1室0厅 南/北,美湖花园,整租,1室0厅1卫 35.00㎡,面积：35.00㎡,1350,思明
整租·通达理大厦 3室2厅 南/北,通达理大厦,整租,3室2厅1卫 110.00㎡ 精装修,面积：110.00㎡,4300,思明
整租·泉舜信宇花园 3室2厅 南,泉舜信宇花园,整租,3室2厅2卫 126.00㎡ 精装修,面积：126.00㎡,6500,海沧
整租·蓝湾国际 3室2厅 南/北,蓝湾国际,整租,3室2厅2卫 151.00㎡ 精装修,面积：151.00㎡,13000,思明
整租·华天花园 1室1厅 南,华天花园,整租,1室1厅1卫 45.32㎡ 精装修,面积：45.32㎡,2800,思明
整租·特房樾琴湾 4室2厅 南,特房樾琴湾,整租,4室2厅2卫 125.00㎡ 精装修,面积：125.00㎡,3200,同安
整租·假日双星 1室1厅 东,假日双星,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2500,思明
整租·绿苑商城 1室0厅 东,绿苑商城,整租,1室0厅1卫 38.00㎡,面积：38.00㎡,1900,海沧
整租·国贸学原二期 2室2厅 南,国贸学原二期,整租,2室2厅1卫 68.00㎡ 精装修,面积：68.00㎡,2700,翔安
整租·天成广场 4室2厅 东南,天成广场,整租,4室2厅2卫 156.00㎡,面积：156.00㎡,4000,海沧
整租·电业小区 2室1厅 南/北,电业小区,整租,2室1厅1卫 78.00㎡,面积：78.00㎡,3200,湖里
整租·春江天玺 4室2厅 南,春江天玺,整租,4室2厅2卫 94.00㎡ 精装修,面积：94.00㎡,3180,海沧
整租·美湾1号 2室1厅 东南,美湾1号,整租,2室1厅1卫 72.30㎡ 精装修,面积：72.30㎡,2600,海沧
整租·何厝安置房 3室2厅 南/北,何厝安置房,整租,3室2厅1卫 90.00㎡ 精装修,面积：90.00㎡,5000,思明
整租·海山大厦 1室1厅 东/南/西,海山大厦,整租,1室1厅1卫 300.00㎡,面积：300.00㎡,57000,思明
整租·复兴世纪 2室2厅 南/北,复兴世纪,整租,2室2厅1卫 82.00㎡ 精装修,面积：82.00㎡,4700,思明
整租·国际邮轮城二期 3室2厅 东/南/西,国际邮轮城二期,整租,3室2厅2卫 136.00㎡ 精装修,面积：136.00㎡,7000,湖里
整租·特房莱昂公馆一期 3室2厅 南/北,特房莱昂公馆一期,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,2500,翔安
整租·镇海大厦 2室1厅 东南,镇海大厦,整租,2室1厅1卫 91.33㎡,面积：91.33㎡,5500,思明
整租·世茂璀璨天城二期 3室2厅 东南,世茂璀璨天城二期,整租,3室2厅2卫 104.00㎡ 精装修,面积：104.00㎡,4300,集美
整租·电台山路 2室1厅 南/北,电台山路,整租,2室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,3500,思明
整租·源昌鑫海湾 2室1厅 东南/南,源昌鑫海湾,整租,2室1厅1卫 89.00㎡ 精装修,面积：89.00㎡,6000,湖里
整租·文屏山庄 2室1厅 南/北,文屏山庄,整租,2室1厅1卫 60.00㎡,面积：60.00㎡,1800,思明
整租·文园雅阁 3室2厅 南/北,文园雅阁,整租,3室2厅2卫 137.00㎡ 精装修,面积：137.00㎡,7999,思明
整租·禹洲世贸商城思明 1室1厅 南,禹洲世贸商城思明,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,3300,思明
合租·京口岩居住小区二期 4居室 南卧,京口岩居住小区二期,合租,4室1厅1卫 30.00㎡ 精装修,面积：30.00㎡,1500,海沧
整租·凌波小区 1室1厅 南,凌波小区,整租,1室1厅1卫 47.00㎡ 精装修,面积：47.00㎡,2400,海沧
合租·京口岩居住小区二期 4居室 南/北卧,京口岩居住小区二期,合租,4室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1700,海沧
合租·岑西路 5居室 西南卧,岑西路,合租,5室1厅1卫 40.00㎡,面积：40.00㎡,1500,集美
整租·厦门院子泰禾首玺B区 4室2厅 南/北,厦门院子泰禾首玺B区,整租,4室2厅2卫 123.00㎡ 精装修,面积：123.00㎡,5000,海沧
整租·世纪海湾二期 3室2厅 南/北,世纪海湾二期,整租,3室2厅2卫 115.25㎡ 精装修,面积：115.25㎡,6500,思明
整租·融信海上城 2室2厅 北,融信海上城,整租,2室2厅1卫 44.58㎡ 精装修,面积：44.58㎡,2500,海沧
整租·万科金域蓝湾一期 4室2厅 南/北,万科金域蓝湾一期,整租,4室2厅2卫 189.00㎡,面积：189.00㎡,9000,思明
整租·大溪地三期 4室2厅 南,大溪地三期,整租,4室2厅2卫 155.60㎡ 精装修,面积：155.60㎡,3500,同安
整租·国际石材中心 2室2厅 南,国际石材中心,整租,2室2厅1卫 74.00㎡ 精装修,面积：74.00㎡,2900,湖里
整租·裕兴花园 1室1厅 南,裕兴花园,整租,1室1厅1卫 38.00㎡ 精装修,面积：38.00㎡,2300,湖里
整租·万达广场 1室0厅 南,万达广场,整租,1室0厅0卫 93.75㎡,面积：93.75㎡,18000,湖里
整租·金海豪园 3室2厅 东南,金海豪园,整租,3室2厅2卫 180.72㎡ 精装修,面积：180.72㎡,10500,思明
整租·鸿运大厦 1室0厅 西南,鸿运大厦,整租,1室0厅1卫 20.00㎡ 精装修,面积：20.00㎡,1500,思明
整租·国贸学原二期 3室2厅 南/西,国贸学原二期,整租,3室2厅2卫 98.50㎡ 精装修,面积：98.50㎡,3400,翔安
合租·乐安商厦 5居室 南卧,乐安商厦,合租,5室1厅2卫 30.00㎡,面积：30.00㎡,1500,集美
整租·裕兴花园 1室1厅 南,裕兴花园,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,3000,湖里
整租·新景国际外滩 1室0厅 南,新景国际外滩,整租,1室0厅0卫 35.00㎡,面积：35.00㎡,400,湖里
整租·雪梨星光 2室1厅 南,雪梨星光,整租,2室1厅1卫 60.00㎡,面积：60.00㎡,3100,湖里
整租·邮电广通大厦 3室1厅 西南,邮电广通大厦,整租,3室1厅0卫 267.00㎡,面积：267.00㎡,14000,思明
整租·福津大街（凤屿路356-380） 1室0厅 南,福津大街（凤屿路356-380）,整租,1室0厅1卫 30.00㎡,面积：30.00㎡,2000,思明
整租·新景龙郡 3室2厅 跃层 南,新景龙郡,整租,3室2厅2卫 90.00㎡ 精装修,面积：90.00㎡,4200,湖里
整租·裕兴花园 1室1厅 北,裕兴花园,整租,1室1厅1卫 39.00㎡ 精装修,面积：39.00㎡,2500,湖里
整租·消防小区 5室2厅 南/北,消防小区,整租,5室2厅2卫 180.00㎡ 精装修,面积：180.00㎡,7500,思明
整租·兴东鑫花园 2室2厅 东南,兴东鑫花园,整租,2室2厅2卫 95.00㎡ 精装修,面积：95.00㎡,3600,海沧
整租·龙郡青年城 2室2厅 北,龙郡青年城,整租,2室2厅1卫 55.00㎡ 精装修,面积：55.00㎡,2500,翔安
整租·琴岛花园 4室1厅 南/北,琴岛花园,整租,4室1厅2卫 122.00㎡ 精装修,面积：122.00㎡,4300,湖里
整租·国宝新城 3室2厅 南/北,国宝新城,整租,3室2厅1卫 108.00㎡,面积：108.00㎡,4300,湖里
合租·东坑安居房 5居室 南卧,东坑安居房,合租,5室0厅5卫 30.00㎡,面积：30.00㎡,850,海沧
整租·会展嘉园叁区 1室0厅 南,会展嘉园叁区,整租,1室0厅1卫 42.00㎡ 精装修,面积：42.00㎡,1800,翔安
整租·福津大街（凤屿路356-380） 3室2厅 南/西/北,福津大街（凤屿路356-380）,整租,3室2厅2卫 123.05㎡,面积：123.05㎡,5000,思明
整租·会展嘉园叁区 1室0厅 南,会展嘉园叁区,整租,1室0厅1卫 42.00㎡ 精装修,面积：42.00㎡,1800,翔安
整租·禹洲花园三期 3室2厅 南,禹洲花园三期,整租,3室2厅2卫 98.00㎡,面积：98.00㎡,4200,思明
整租·海投自贸城 2室2厅 南,海投自贸城,整租,2室2厅1卫 64.00㎡ 精装修,面积：64.00㎡,1800,海沧
整租·融侨观澜 3室2厅 东南,融侨观澜,整租,3室2厅2卫 89.00㎡ 精装修,面积：89.00㎡,2800,集美
整租·文屏山庄 3室2厅 南/北,文屏山庄,整租,3室2厅1卫 85.00㎡,面积：85.00㎡,3500,思明
整租·古龙明珠 3室2厅 跃层 南/北,古龙明珠,整租,3室2厅2卫 95.00㎡,面积：95.00㎡,3300,集美
整租·融信海上城 3室1厅 南,融信海上城,整租,3室1厅2卫 61.18㎡ 精装修,面积：61.18㎡,3500,海沧
合租·国贸商城同悦 4居室 东南卧,国贸商城同悦,合租,4室2厅4卫 35.00㎡,面积：35.00㎡,1350,集美
整租·四川大厦 2室1厅 东南,四川大厦,整租,2室1厅1卫 74.00㎡ 精装修,面积：74.00㎡,4800,思明
整租·禹洲花园三期 3室2厅 南,禹洲花园三期,整租,3室2厅2卫 98.00㎡,面积：98.00㎡,3400,思明
整租·莲坂新村 2室2厅 南/北,莲坂新村,整租,2室2厅1卫 90.00㎡ 精装修,面积：90.00㎡,4800,思明
整租·金鸡亭小区西区 2室1厅 南/北,金鸡亭小区西区,整租,2室1厅1卫 76.00㎡ 精装修,面积：76.00㎡,3000,思明
整租·世纪海湾二期 4室2厅 东/南,世纪海湾二期,整租,4室2厅2卫 136.00㎡ 精装修,面积：136.00㎡,6000,思明
整租·保利叁仟栋二期 4室3厅 南/北,保利叁仟栋二期,整租,4室3厅4卫 150.00㎡ 精装修,面积：150.00㎡,15000,同安
整租·尚南路 1室1厅 南,尚南路,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2000,集美
整租·首开龙湖春江彼岸三期 1室0厅 南,首开龙湖春江彼岸三期,整租,1室0厅1卫 28.00㎡ 精装修,面积：28.00㎡,800,海沧
整租·前埔北区二里 2室2厅 南/北,前埔北区二里,整租,2室2厅1卫 83.00㎡,面积：83.00㎡,4000,思明
合租·禹洲城上城 8居室 南卧,禹洲城上城,合租,8室0厅1卫 30.00㎡,面积：30.00㎡,1200,湖里
整租·罗宾森顶峰光辉 2室0厅 西北,罗宾森顶峰光辉,整租,2室0厅0卫 83.00㎡ 精装修,面积：83.00㎡,7000,思明
整租·忠仑花园 1室1厅 南,忠仑花园,整租,1室1厅1卫 55.00㎡ 精装修,面积：55.00㎡,4600,湖里
整租·裕兴大厦 1室1厅 南/北,裕兴大厦,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,2200,湖里
整租·华林花园三期 2室2厅 东/南,华林花园三期,整租,2室2厅2卫 82.00㎡ 精装修,面积：82.00㎡,4600,思明
整租·新景国际城 2室1厅 南,新景国际城,整租,2室1厅1卫 35.07㎡ 精装修,面积：35.07㎡,1600,翔安
整租·小学路 2室1厅 南/北,小学路,整租,2室1厅1卫 50.00㎡,面积：50.00㎡,3500,思明
整租·云顶花园 2室2厅 北,云顶花园,整租,2室2厅1卫 82.00㎡,面积：82.00㎡,3500,思明
整租·祥店新村 2室1厅 南,祥店新村,整租,2室1厅1卫 70.00㎡,面积：70.00㎡,3000,湖里
整租·宝龙中心二期 3室2厅 南/西南,宝龙中心二期,整租,3室2厅2卫 146.00㎡ 精装修,面积：146.00㎡,6000,思明
整租·海曦 3室2厅 南/北,海曦,整租,3室2厅2卫 129.00㎡ 精装修,面积：129.00㎡,7500,思明
整租·禹洲中央海岸一期 4室2厅 东南/北,禹洲中央海岸一期,整租,4室2厅2卫 135.00㎡ 精装修,面积：135.00㎡,4000,集美
整租·文园雅阁 3室2厅 东南/南/北,文园雅阁,整租,3室2厅2卫 145.13㎡ 精装修,面积：145.13㎡,8700,思明
整租·梅园小区 2室1厅 南/北,梅园小区,整租,2室1厅1卫 73.00㎡,面积：73.00㎡,3300,思明
整租·建发玺樾 4室2厅 南/北,建发玺樾,整租,4室2厅2卫 143.00㎡ 精装修,面积：143.00㎡,9500,湖里
整租·赛格电子广场 1室1厅 南,赛格电子广场,整租,1室1厅1卫 120.00㎡,面积：120.00㎡,3900,湖里
整租·建发文澜和著 4室2厅 南,建发文澜和著,整租,4室2厅2卫 115.00㎡ 精装修,面积：115.00㎡,4500,海沧
整租·古龙明珠 2室2厅 跃层 东南,古龙明珠,整租,2室2厅1卫 70.00㎡,面积：70.00㎡,2500,集美
合租·万达广场 3居室 东卧,万达广场,合租,3室0厅0卫 116.00㎡,面积：116.00㎡,5600,湖里
合租·万达广场 3居室 西卧,万达广场,合租,3室0厅0卫 88.00㎡,面积：88.00㎡,4800,湖里
整租·临港新城一期 2室2厅 南,临港新城一期,整租,2室2厅2卫 95.00㎡ 精装修,面积：95.00㎡,2300,海沧
合租·宝华花园 2居室 北卧,宝华花园,合租,2室1厅1卫 72.56㎡,面积：72.56㎡,3900,思明
整租·裕隆国际大厦 3室2厅 南/西/北,裕隆国际大厦,整租,3室2厅2卫 110.00㎡ 精装修,面积：110.00㎡,4500,湖里
整租·电池厂宿舍 2室1厅 南/北,电池厂宿舍,整租,2室1厅1卫 75.00㎡,面积：75.00㎡,2900,思明
整租·振兴新村 1室1厅 南/北,振兴新村,整租,1室1厅1卫 36.00㎡ 精装修,面积：36.00㎡,3000,思明
整租·临港新城二期保障性安居工程A地块 3室2厅 南/北,临港新城二期保障性安居工程A地块,整租,3室2厅2卫 134.00㎡ 精装修,面积：134.00㎡,2800,海沧
整租·华永天地 1室1厅 复式 南,华永天地,整租,1室1厅1卫 53.00㎡ 精装修,面积：53.00㎡,3680,湖里
整租·洪山柄北区 1室0厅 南,洪山柄北区,整租,1室0厅1卫 25.00㎡ 精装修,面积：25.00㎡,1600,思明
合租·中央公园城 3居室 东卧,中央公园城,合租,3室3厅3卫 60.00㎡,面积：60.00㎡,2700,集美
整租·观音山营运中心 10室1厅 东/东南/南/西南/西,观音山营运中心,整租,10室1厅1卫 930.00㎡ 精装修,面积：930.00㎡,58590,思明
整租·明发海景苑 3室2厅 南,明发海景苑,整租,3室2厅2卫 87.22㎡,面积：87.22㎡,5500,思明
整租·枫丹雅苑 2室1厅 西北,枫丹雅苑,整租,2室1厅1卫 105.00㎡ 精装修,面积：105.00㎡,5600,思明
整租·建发湾璟 1室0厅 南,建发湾璟,整租,1室0厅0卫 30.00㎡,面积：30.00㎡,500,海沧
整租·恒大帝景 3室2厅 东南,恒大帝景,整租,3室2厅2卫 133.00㎡ 精装修,面积：133.00㎡,4500,集美
整租·华永天地 1室1厅 南,华永天地,整租,1室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,3900,湖里
整租·新景翡翠苑 3室2厅 南,新景翡翠苑,整租,3室2厅2卫 112.00㎡ 精装修,面积：112.00㎡,7000,湖里
整租·厦罐宿舍 2室2厅 南/北,厦罐宿舍,整租,2室2厅1卫 70.00㎡,面积：70.00㎡,3400,思明
合租·新景华府一期 1居室 南卧,新景华府一期,合租,1室0厅0卫 20.00㎡,面积：20.00㎡,1750,湖里
整租·三江大厦 1室0厅 东南/西南,三江大厦,整租,1室0厅2卫 500.00㎡ 精装修,面积：500.00㎡,20000,思明
整租·嘉益大厦 1室0厅 东南,嘉益大厦,整租,1室0厅1卫 20.00㎡ 精装修,面积：20.00㎡,1400,思明
整租·浦南一路 2室1厅 南/北,浦南一路,整租,2室1厅2卫 75.00㎡,面积：75.00㎡,2200,思明
